doc_2	what did hefin david am concern about the fee and access plans ?	to answer hefin david am 's question , kirsty williams am first stressed that the success of the fee and access plan relied on the understanding of whether an annual basis was an appropriate timescale for a university to be working to , and whether a long period was suitable for the act . sometimes it was hard to make a final judgment since the futures of the students were unpredictable but the fee and access plans could always be one of the drivers for some of the improvements . in the meantime , constant efforts had been put into communications with a range of stakeholders to continue developing legislative proposals to assure the fee .
doc_2	what did the meeting discuss about the weakness of the act ?	the act was considered that the legislation itself was not strong enough by sian gwenllian am and kirsty williams am agreed that remit letters were a really important way in which national priorities could be preserved . moreover , it was stressed that it was important to make the distinction between the scale of private providers , and what could be termed as 'unregulated providers ' in the welsh system . in this case , they should be designated on a case-by-case basis and always be able to protect the interests of the students . besides , kirsty williams am pointed out that the government had not identified an urgent reason to designate different types of courses as qualifying courses for the purposes of a fee limit , but in fact , the regulation for each type of them did differ from each other .
doc_2	how did kirsty williams am plan to manage risks ?	hefin david am questioned about the right balance between institutions with the strongest track records that were more highly regulated and those riskier private alternative providers . kirsty williams am argued that more attention should be paid to focus on the inherent quality of those charitable status which was regarded as a key reference point in the operation . although there were some concerns of some private providers , particularly in england , they should not be treated the same . in this case , the government would regulate them on a course-by-course basis . moreover , quality provision should be included and alternative providers would be given more attention .
doc_2	what did the meeting talk about to control hefcw 's powers of intervention ?	huw morris started by introducing the focus on learning from other nations to track the information flows and help the universities in return . meanwhile , kirsty williams am suggested a balance to be achieved by each part of the participants . however , dawn bowden am questioned about hefcw 's use of informal measures which might not be as prevalent as they currently are . kirsty williams am answered that it should be remembered that hefcw would surely be replaced , and a more flexible way would be adopted to control the financial codes of universities to assure the quality of the provision .
doc_3	what did grad f think about getting consent ?	grad f was responsible for bringing up the topic . apparently , no one had replied to the emails allowing people to bleep things out so far . according to grad f , as long as the email was sent out , the team was covered . grad f thought this had been settled when the project started and did not need to be revisited .
doc_3	what did the professor think about headphones and disk space ?	the professor thought that anyone who needed headphones should purchase them since they were not very expensive . he wanted to get the discussion about disk space out of the way . he informed the team that he had ordered a hundred gigabytes .
doc_3	what did the team think about sending an email to ask for changes ?	the team thought that people would not respond to their emails , which would be compounded by them being out of town over the summer . based on knowledge about similar data collection , they thought that emails should be enough , but skepticism about getting consent with emails prevailed .
doc_3	what did postdoc a think about new headphones ?	postdoc a thought that the original headphones had low gain , so he purchased new earphones . he informed the team that he just bought them from cambridge soundworks down the street . they always have them in stock .
doc_4	what was the discussion about the button when talking about changes in the current design ?	the button was red with a width of three centimeters and a half . as for the function , it could be used as a confirm button for the lcd screen and a power button if the user held it for around two seconds .
doc_4	what did industrial designer think of the project ?	industrial designer thought the meeting was not friendly to the brainstorming . the restriction was not about the atmosphere but related to the actual environment and the limited time for discussion . besides , the interaction was structured , meaning each individual took charge of one particular task without enough collaboration between each other . also , communication through email was inefficient .
doc_4	what did marketing think about project manager 's system when evaluating the project ?	marketing thought project manager 's system was fairly institutional with a central point of creativity , but the group ought to focus more on the stylish look and technology and make a proper consideration on the budget .
doc_4	what was the discussion about the jog dial 's function when talking about changes in the current design ?	the jog dial can be used to control volume , contrast , brightness , channels , auxiliary inputs , color , sharpness , sound , audio , left-right balance , and pre-programmed sound modes .
doc_5	what did marketing suggest about the functions of the remote ?	marketing suggested that the remote should be good looking and high-tech . and they should concentrate on the functions of changing channels and volumes . besides , they could also think about using speech recognition as a way for people to find the remote control if it 's lost in a room .
doc_5	what did project manager think of the symbol and colour of the remote when discussing the design of the remote ?	user interface suggested that they could design the symbols and colours for the remote . however , the project manager reminded the team that they should put their own logo and colour scheme on the remote , which means that they could not design those things by themselves .
doc_5	what is the decision of the discussion about the number of buttons on the remote ?	the team agreed that there should be 17 buttons on the remote , including number 0 to 9 , volume up and down , mute , channel up and down , stand-by and power buttons . besides the buttons of brightness and contrast should be put on the back of the remote .
doc_5	what did industrial designer think about the idea of speech recognition when discussing the function of the remote ?	industrial designer thought that the technology would be quite advanced and they might end up costing more than 25 budgets for speech recognition .
doc_6	in the discussion of function design , how could the team realize the lost-and-found function of their remote ?	industrial designer suggested that the remote could be attached to a charger base , and the lost remote would beep if a button on the base was pushed . this might add to their costs , and would require a rechargeable battery for the remote . project manager later proposed that the speech recognition could be part of the lost-and-found device . this would allow the remote to beep when hearing a certain phrase .
doc_6	what did the lab tests tell them about the design of buttons ?	according to the lab tests , users only use ten percent of the buttons on a remote . it was shown that users did n't really need all the buttons provided by current remotes , and it would be more user-friendly if their new remote could lose the unnecessary ones . the most frequently used buttons were those for the channel , the volume and the power on/off .
doc_6	what did the team decide on designing buttons for the remote ?	user interface first asked whether they could possibly leave out the number buttons , but this proposal was turned down by others . they simplified the buttons to on-off , volume , mute , channel up/down , and the numbers 0–9 . for more advanced functions , project manager suggested an additional one-for-all menu button that would allow the user to pull up various options on the tv screen . the channel and volume buttons could be used for navigating the menu page .
doc_6	what could they do to make the remote more modern and high-class in regard to its function design ?	one thing they could do was to design a lost-and-found function to accommodate the user 's need to retrieve the remote when it was lost . another way was to give it a modern eye-catching design that could distinguish the new remote from current standard ones . also , given that speech recognition was an up-and-coming thing among their target group , they could include this function in the remote , allowing users to control their devices by simply speaking to it .
doc_7	what did marketing recommend to do and why when discussing new useful features of the new remote control ?	marketing recommended developing a multi-purpose remote control because most of the remote controls on the market were made just for one purpose . besides , marketing suggested to use some other technology , such as radio waves and bluetooth , than infrared because it could be easily affected by obstacles . thirdly , a nice added feature was to inform users of the coming programmes . marketing conceived a high-tech remote control to be competitive among other products .
doc_7	what did the group discuss about new remote control features ?	user interface believed the most important function is to switch channels , and so it would be better to keep the remote control as basic as possible . marketing proposed that the remote control had to be multi-purpose to be competitive among current products . project manager agreed to do something special on the product , but pm also pointed out being user-friendly was also of importance .
doc_7	what did the group plan to discuss for the next meeting ?	project manager gave each team member different tasks . project manager asked industrial designer to look at the working design , user interface to work on the technical functions and marketing to be responsible for user requirements . user interface recommended to achieve some agreement on whether to use the new remote control for multiple systems , and user interface also asked whether to use a text screen or bluetooth . besides , project manager also demanded that everyone in the group should individually ponder the most important thing in this project from their own perspective .
doc_7	what did project manager think about new remote control features proposed by marketing ?	marketing put forward innovative ideas including using radio waves and bluetooth . in the proposal , some potential problems about high cost and being limited to marketing aspects had also been mentioned by marketing . based on this , pm agreed that those ideas could help the product to be special and competitive , but pm also pinpointed that such a product required strong support of high technology . besides , being user-friendly should not be ignored .
doc_8	what did f think about the disadvantages of atlas and other options ?	f wanted to ensure that prosodic features could be dealt with at the level of small linguistic units . f proposed that they be attached to the word or segment level with the option of extracting smaller units . this would allow the team to keep what they have without starting over .
doc_8	what did f think about the current xml format to link up different components in data ?	f was concerned about how the time labels would adjust to smaller phonetic units . f inquired if the time boundaries could be changed by propagating new information throughout the xml . f thought that they could configure different xml files to deal with different units , but it would lead to large file sizes .
doc_8	what did a think about the current xml format to link up different components in data ?	a had seen an example of this kind of xml format before . a thought that the time boundaries were nicely handled but believed that smaller linguistic units would drain too much memory . it was essentially like a lattice , in his opinion . though , a did not seem too concerned with dealing with smaller linguistic units since the problem would not be encountered frequently .
doc_8	what did c think about the disadvantages of atlas and other options ?	c thought that other options have a big learning curve , which should be taken into account , and that a flat format works well . a flat file format may not be fast , but everyone can handle it . c believed that quick and dirty solutions should be balanced with long-term infrastructural solutions . for instance , perl can be paired with external representations of atlas files to create a working system . c also suggested that alternatives to p files might be interesting too , though the disadvantage would , once again , be the learning curve .
doc_9	what did industrial designer and project manager think of the remote tracking method when discussing the designing requirements of the new remote control ?	industrial designer first recommended adding a special beeping button on the tv set to remind users of where the remote controls were , but the plan was deemed impractical concerning tv sets that were not designed by them . then project manager suggested whistle tracking and was approved by all the conferees as an original improvement .
doc_9	what did project manager recommend to do after introducing the design steps and why ?	project manager recommended a drawing activity of conferees ’ favourite animals with the aim of inspiring and contributing to the design process of the remote control .
doc_9	what did project manager ’ s think of the water-proof design when discussing the designing requirements of the new remote control ?	considering the product originality , project manager believed that a water-proof remote control could be used in the bath conveniently while saving the customer ’ s need to purchase an extra plastic cover . therefore , originality and competitiveness might be gained over competitive products .
doc_9	what did the conferees think of the solution to water-proof and shock-proof technical demands when discussing the designing requirements of the new remote control ?	conferees agreed that the remote control could be sold with optional plastic protection and water-proof box for customers to choose .
doc_10	what did julie morgan think of the issues with hmrc ?	julie morgan thought that in terms of the welsh language standards that the minister had to use , there would be some difficulties in them doing the programme . for instance this would be delivered via hmrc with the english offer , which would cause difficulties for the welsh offer . so , they wanted something more flexible .
doc_10	what did julie morgan recommend to do when discussing the demand-driven approach in the programme and why ?	julie morgan certainly plans to expand the programme , which is believed to be a demand-led approach . last they were managing it within the normal budgetary process , developing a more integrated approach towards the early years , and had got the system of inspection to ensure that . because some of their provision was universally available in certain areas . hence historically that was definitely true of the programme .
doc_10	what 's the decision of the discussion about the demand-driven approach in the programme ?	julie morgan insisted that some of their provision was universally available in certain areas . hence historically that was definitely true of the programme . then they were certainly planning to expand the programme , which is believed to be a demand-led approach . last they were managing it within the normal budgetary process , developing a more integrated approach towards the early years , and had got the system of inspection to ensure that .
doc_10	what 's the decision of the discussion about the issues with hmrc ?	jo-anne daniels finally came to the conclusion that they could deliver a cheaper system with flexibility that the deputy minister had referred to by working with local authorities rather than hmrc . at the moment , the extra cost would be about £2.5 million , which according to their initial estimate suggested that it would be less than the cost proposed by hmrc .
doc_10	what did the group discuss about differences of care provision in different parts of wales ?	julie morgan insisted that they were aware that different local authorities actually had adopted different patterns of providing early education . and with the flying start programme being geographically targeted , with the education being determined by the local authorities , they knew that there was a variance throughout wales . then they would like to see facilities developed in each local authority throughout wales that would answer the needs of the families and the children in those areas . and it was demand-led and universally available to all parents who meet the eligibility criteria of working , so they believed the programme should be available to everybody .
doc_10	what did nicola edwards think of the need of teaching language when discussing the demand of welsh language skills ?	nicola edwards alleged that it was not necessarily appropriate for teaching language to children , because they might be coming from families who did n't use welsh at home , but it is mainly about getting people to a point where they can transmit that language onwards in a confident and meaningful way .
doc_10	what 's the conclusion of the discussion about differences of care provision in different parts of wales ?	the team was aware that different local authorities actually had adopted different patterns of providing early education . and with the flying start programme being geographically targeted , with the education being determined by the local authorities , they knew that there was a variance throughout wales . next some of their care provision was universally available in certain areas . then historically , that was definitely true , and they were certainly planning to expand it , developing a more integrated approach towards the early years . finally they had got the system of inspection to ensure that .
doc_10	what did julie morgan recommend to do when discussing the demand of welsh language skills and why ?	julie morgan recommended to believe the demand was very important , and to establish a specific programme to develop welsh language skills in childcare and played workforce with the national centre for learning welsh to develop workplace welsh language skills across the sector . and also she agreed on nicola edwards 's idea that they should have a stakeholder group where they had brought together a variety of people with an interest in the early years , childcare and play sectors .
doc_10	what did janet finch-saunders think of childcare when discussing differences of care provision in different parts of wales ?	the welsh and uk governments had followed a demand-driven approach to the childcare market , with subsidies mainly given to working parents , which was a mistake and should be more universally available . the demand-driven approach was based more on certain factors : geographic spread in terms of it being more universal , and whether that 's the right way . it was hard for children to mix with peers from different backgrounds and age groups ? next , some areas had traditionally got more childcare anyway because they had traditionally more demand in those areas , so there was not a level playing field to start from .
doc_11	what did the group say about acoustic-phonetic analyses ?	the group also considered the prospect of performing fine-grained acoustic-phonetic analyses on a subset of meeting recorder digits or switchboard data . pre-segmentation manipulations that allow for the segmentation of channel-specific speech/non-speech portions of the signal and the distinction of foreground versus background speech were discussed .
doc_11	what was said about the transcriber pool ?	decision was also made to delegate transcribers with the task of labelling a subset of digits or switchboard data for fine-grained acoustic-phonetic features . speaker fe008 will run selected meeting recorder data through channelize and determine whether the resulting units are of a sufficient length .
doc_11	what approaches were considered for the analysis ?	the group discussed the prospect of performing fine-grained acoustic-phonetic analyses on a subset of digits or switchboard data . it was suggested that prior to the use of data-driven methods , knowledge-driven approaches should be used to 'seed ' the data with sub-phonemic features , either manually , or using a rich pronunciation dictionary . a new version of the pre-segmentation tool that segments channel-specific speech/non-speech portions of the signal has been developed and tested .
doc_12	what features did user interface think the remote control should have for its buttons ?	based on user perspective feedback , user interface pointed out that the buttons on remote controls are generally too many and too small . even though they were sometimes labeled , it was still not clear for the users to tell what each button was supposed to do . given this , user interface preferred to keep the number of buttons to a minimum and make frequently used buttons bigger and more strategically placed . he believed a simpler design would make the product less imposing .
doc_12	what did the group discuss about speech recognition command ?	the group decided that the feature of speech recognition should be included to the remote control , even though it would exceed the cost constraint set by the management . marketing believed that it is worth taking a risk because speech recognition is new to the market and customers would be willing to pay extra for this trendy function . what 's more , project manager agreed to coordinate with some technical companies if industrial designer ever needed any technological backup .
doc_12	what did user interface think about the speech recognition command ?	user interface found this feature great , but he noticed that the ambient sound coming from television would confuse the speech recognition and might accidentally trigger the remote control . user interface pointed out that industrial designer had to make sure the speech recognizer would be good enough to filter out the television speech and recognize only the user 's voice . he believed that this feature , once successfully achieved , would make the product popular on the market .
doc_12	why did marketing think highly of speech recognition command ?	marketing believed this feature would improve the market competitiveness of this product based on a conducted survey on user requirement . one the one hand , 80 % of the 15-35 year-old group are willing to spend more money for trendy new products . 75 % - 90 % of this group is willing to pay for speech recognition on a remote even though it is of higher price . on the other hand , half of the users said the remote control got lost easily and most of the time were hard to find . with speech recognition , however , this problem could be solved .
doc_12	what features did project manager recommend to be incorporated in the new remote control ?	given the fact that for families with children , remote controls were always played or even thrown by kids , project manager would prefer the material used in the construction of the product , especially on the outside , to be unbreakable . project manager also suggested that the product should be slim and simple . on top of that , it would be better if the remote control could be universal to use for any kind of television .
doc_13	what did industrial designer propose when discussing the set of vocabularies for the speech recogniser when discussing specific details connected with market interests ?	industrial designer proposed that the team could have just numbers for channels and the speech recogniser should be able to distinguish between different voices and deal with noises .
doc_13	what did the team agree about kinetic battery when talking about the components concept of industrial design ?	the team could choose from the basic battery , kinetic battery and solar energy . solar energy would not work in a cluttered environment . kinetic battery was the one people could recharge by themselves . the team would find out if the kinetic metal was sufficient to provide enough energy .
doc_13	what did the team decide on how to make the remote control easier to find when discussing specific details connected with market interests ?	the team decided that the remote control would beep if it got lost . also , the remote control would be put on the fixed charger if users did not use it , so it would be hard to get lost .
doc_13	what did team members say about the titanium case when talking about the components concept of industrial design ?	titanium case was trendy and modern . users would be happy with it . but the team was still not very sure about the material of the case .
doc_14	what did the group discuss about extra designs or gadgets to make the remote control special ?	at first , project manager pointed out that the key lied in users ' pain point , which was the trouble of losing remote controls . the team then started brainstorming in this direction , coming up with ideas such as a can opener , bouncing pads , big buttons , flashy design , changeable fronts , etc . later on , project manager put forward the idea of having a gadget like a vase to be put on the table , for containing the remote control . this idea then developed into one containing a base that could charge and track the remote control .
doc_14	what did user interface think of putting lots of functions in the remote control when discussing the technical functions on it ?	user interface did not like the idea of putting lots of functions in the remote control because younger people were looking for a trendy look rather than multiple functions .
doc_14	what 's industrial designer 's concern about the idea of adding rechargeable units to the device during discussion on extra designs or gadgets to make the remote control special ?	to industrial designer , remote controls could last a long time with two batteries . therefore , it might not be necessary or attractive enough to customers in his/ her opinion .
doc_14	why did marketing disagree with project manager when discussing the technical functions on the remote control ?	project manager considered it necessary to focus on customers younger aged below forty because they have potential needs to be fulfilled . by contrast , marketing believed that the project should target a large group rather than only people younger than forty .
doc_14	how did project manager think of the cost of adding rechargeable units to the device when discussing extra designs or gadgets to make the remote control special ?	project manager believed that money spent on the rechargeable units was necessary because other elements of the remote control were just basic . in addition , project manager thought it would not cost much if the product was produced in taiwan . however , it was acknowledged that cost could probably be a concern so he/ she decided to only do that if the cost was fair .
doc_15	why did marketing disagree with the fancy design requirement proposed by project manager ?	marketing considered fancy design to be insignificant , as he believed that unlike the younger generation , people of 40 plus were not that particular about appearance and would care more about its functionality instead . marketing 's opinion was subsequently agreed by other team members .
doc_15	what attitude did marketing hold towards the `` no teletext but internet '' requirement when commenting on new project requirements and why ?	marketing was strongly against the `` no teletext but internet '' requirement , because he thought there was little chance that customers over 40 would use tvs with internet access in the near future . and he added that teletext was no doubt a key feature for the remote control , especially for the elder generation , and hence should not be ruled out anyway . consequently , the group agreed to keep teletext and further negotiate with the board .
doc_15	what was the decision of the discussion about button design ?	though project manager brought up scroll button and joystick as possible options , industrial rejected that idea by arguing that the elderly were not accustomed to using them , therefore basic layout would be sufficient . then marketing further pointed out that there was not so much to gain in the competition of less buttons , as very few buttons would be needed for a tv remote anyway . project manager accepted those ideas .
doc_15	why was the docking station taken into consideration and how was its function achieved ?	marketing 's research about user requirements showed that 50 % of the people tended to find their remote controls lost . therefore , the docking station as an extra would help users find its position . to achieve this the audio sign would be implemented . when users pressed a button , the phone on the remote control went ringing and indicated its position .
doc_16	what did the team discuss about the appearance of their remote controls ?	project manager insisted the manifestation of company image on the remote control , like the slogan , symbol or other recognizable patterns . marketing thought the remote controls should be in the same colour , while project manager thought it unnecessary . user interface suggested that the pattern needs to be recognisable . industrial designer gave an example that the rr logo or thematic colours could be placed around the lock button .
doc_16	what did the group discuss about user interface 's presentation ?	in the presentation from user interface , he first made sure of the position of the team ’ s remote control —— a remote control with basic functionalities and with some improvements . the must-haves would include volume control , channel keys up-down , a numerical keypad , a mute button and would exclude the lock button which was discussed in the precedent meeting . he made an introduction of two types of remotes : engineering centred ones which provide a lot of functionality and user centred which focus on the easiness of use . later , the team discussed the locking function which project manager expected greatly , and also on the integration of the corporate image into the design of the remote control . at last , regarding the layout of the remote control , user interface would like to make some improvements over two buttons concerning the ergonomic design .
doc_16	what did the group discuss about marketing 's presentation ?	the team discussed the topic of potential user-friendly features for the old and the young . marketing mentioned the probable insertion of tracking devices which recognize personal preferences , like voice activator , because people may easily forget the position of the remote controls in the room . however , later the team decided to put aside this idea for budget reasons . then , marketing mentioned rsi , or repetitive strain injury , which should be taken into consideration in the process of ergonomic design . industrial designer mentioned that this could probably be avoided by touching a button instead of pressing a button .
doc_16	what questions did team members raise concerning industrial designer 's presentation ?	industrial designer considered batteries as the energy source . marketing thinks that changing batteries all the time could possibly be annoying , so she suggests other energy options like solar charging . but industrial designer refutes this problem because people change batteries simply every six months . user interface raised the question on the operational distance of the infra-red signal and hoped that the remote control could be equipped with a strong signal stream . but project manager rendered it unnecessary because tv is always put in a short distance . later the team discussed the necessity of through-wall signal and bluetooth , and decided that this idea remained an idea for some budget reasons and the lack of necessity .
doc_16	what did the team think of the locking function when discussing user interface 's presentation on the layout of the remote control ?	user interface said the locking function is a novel idea and a good inspiration . he had never seen a locking functionality . but user interface thought that the locking function might be unnecessary , while project manager thought it probably should be easy to be realized in a physical form like a cover , a switch or a flip thing .
doc_16	what was the conclusion and summary that project manager extracted after the three presentations from team members ?	the team is going to design a basic television remote which looks cool and is safe to be used . as for the industrial design of the remote control , due to reasons of budget and simplicity , the remote control will use infrared signals instead of bluetooth , and the energy source would be batteries .
doc_17	why did kirsty williams disagree with hefin david when talking about the admission problems of wales universities and corresponding solutions ?	hefin david thought that the wales government should be to blame for the fewest eu students applying for wales universities this year , however , kirsty williams considered it was too early to jump to the conclusion . not until november would they conduct the first census to get an exact number of the students enrolled . in addition , kirsty williams pointed out the fact that international students outside the eu make up a bigger proportion of students not from the uk who came to wales institutions . there was no need to be so anxious about the number of the present applications .
doc_17	what did the group talk about the possible official solution to the problem with more funding , a new immigration policy and the help of the minister ?	the group laid their stress on mainly three aspects in terms of dealing with the problem at an official level , which respectively were adding more funding to the universities , implementing a new immigration policy , and asking for the minister 's help . with adequate funding , the institutions would be more likely to satisfy the research needs from the students . similarly , a more robust immigration policy might make it more appealing for those who would like to set down in wales . last but not least , making the minister be aware of the serious problem would also be important that the problem would then be brought to national meetings and discussed by more officials .
doc_17	what did eluned morgan think of further education when talking about the political background and the aim of the group ?	eluned morgan had been actively engaging with the fe sector and he found that those colleges are much localized , with only 71 eu apprenticeships and staff . the group was working hard to ensure that these 71 people would safely go through such a chaotic period . what 's also important was that as for fe , the relationship between the apprenticeships and the working community mattered much , which means they might have to improve the relationship between these 71 eu people and the local community .
